確定病名,發病日,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數,縣市別代碼,鄉鎮別代碼
19CoV,2021-05-21,台北市,萬華區,F,0,70+,1,63000,63000072
19CoV,2021-05-21,台北市,萬華區,F,0,70+,1,63000,63000071
19CoV,2021-05-21,台北市,萬華區,M,0,70+,2,63000,63000072
19CoV,2021-05-21,台北市,萬華區,M,0,70+,2,63000,63000070
19CoV,2021-05-21,台北市,萬華區,M,0,70+,2,63000,63000071
19CoV,2021-05-21,桃園市,龍潭區,M,0,60~64,1,68000,68000090
19CoV,2021-05-22,新北市,三重區,F,0,65~69,1,65000,65000020
19CoV,2021-05-22,新北市,中和區,M,0,55~59,1,65000,65000030
19CoV,2021-05-22,新北市,中和區,M,0,60~64,1,65000,65000030
19CoV,2021-05-22,新北市,中和區,M,0,65~69,1,65000,65000030
19CoV,2021-05-22,新北市,中和區,F,0,70+,1,65000,65000030
19CoV,2021-05-22,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2021-05-22,台北市,中正區,F,0,70+,1,63000,63000050
19CoV,2021-05-22,新北市,五股區,M,0,55~59,1,65000,65000150
19CoV,2021-05-22,台北市,內湖區,M,0,70+,1,63000,63000100
19CoV,2021-05-22,台北市,大同區,M,0,65~69,1,63000,63000060
19CoV,2021-05-22,台北市,大安區,M,0,70+,1,63000,63000030
19CoV,2021-05-22,台北市,文山區,M,0,70+,1,63000,63000080
19CoV,2021-05-22,台北市,文山區,M,0,70+,1,63000,63000081
19CoV,2021-05-22,台北市,文山區,M,0,70+,1,63000,63000082
19CoV,2021-05-22,新北市,新店區,M,0,60~64,1,65000,65000060
19CoV,2021-05-22,新北市,新店區,F,0,65~69,1,65000,65000060
19CoV,2021-05-22,新北市,新店區,M,0,70+,1,65000,65000060
19CoV,2021-05-22,新北市,新莊區,F,0,70+,1,65000,65000050
19CoV,2021-05-22,台北市,松山區,F,0,70+,1,63000,63000010
19CoV,2021-05-22,新北市,板橋區,M,0,55~59,1,65000,65000010
19CoV,2021-05-22,新北市,板橋區,M,0,65~69,1,65000,65000010
19CoV,2021-05-22,新北市,板橋區,M,0,70+,2,65000,65000010
19CoV,2021-05-22,新北市,永和區,M,0,70+,1,65000,65000040
19CoV,2021-05-22,新北市,汐止區,M,0,70+,1,65000,65000110
19CoV,2021-05-22,彰化縣,溪湖鎮,F,0,60~64,1,10007,10007110
19CoV,2021-05-22,台北市,萬華區,F,0,45~49,1,63000,63000072
19CoV,2021-05-22,台北市,萬華區,F,0,45~49,1,63000,63000070
19CoV,2021-05-22,台北市,萬華區,F,0,45~49,1,63000,63000071
19CoV,2021-05-22,台北市,萬華區,M,0,60~64,2,63000,63000071
19CoV,2021-05-22,台北市,萬華區,M,0,60~64,2,63000,63000072
19CoV,2021-05-22,台北市,萬華區,M,0,60~64,2,63000,63000070
19CoV,2021-05-22,台北市,萬華區,M,0,65~69,1,63000,63000071
19CoV,2021-05-22,台北市,萬華區,M,0,65~69,1,63000,63000070
19CoV,2021-05-22,台北市,萬華區,M,0,65~69,1,63000,63000072
19CoV,2021-05-22,台北市,萬華區,F,0,70+,3,63000,63000072
19CoV,2021-05-22,台北市,萬華區,F,0,70+,3,63000,63000070
19CoV,2021-05-22,台北市,萬華區,F,0,70+,3,63000,63000071
19CoV,2021-05-22,新北市,蘆洲區,M,0,65~69,2,65000,65000140
19CoV,2021-05-23,新北市,三重區,F,0,70+,2,65000,65000020
19CoV,2021-05-23,新北市,中和區,M,0,70+,2,65000,65000030
19CoV,2021-05-23,桃園市,中壢區,F,0,65~69,1,68000,68000020
19CoV,2021-05-23,台北市,中正區,M,0,70+,1,63000,63000050
19CoV,2021-05-23,彰化縣,二林鎮,M,0,65~69,1,10007,10007200
19CoV,2021-05-23,新北市,五股區,M,0,70+,1,65000,65000150
19CoV,2021-05-23,台北市,信義區,F,0,60~64,1,63000,63000020
19CoV,2021-05-23,台北市,信義區,F,0,70+,6,63000,63000020
19CoV,2021-05-23,台北市,信義區,M,0,70+,1,63000,63000020
19CoV,2021-05-23,新北市,八里區,M,0,55~59,1,65000,65000230
19CoV,2021-05-23,台中市,北屯區,M,0,70+,1,66000,66000080
19CoV,2021-05-23,台北市,南港區,M,0,50~54,1,63000,63000090
19CoV,2021-05-23,台北市,南港區,M,0,65~69,1,63000,63000090
19CoV,2021-05-23,台北市,南港區,F,0,70+,1,63000,63000090
19CoV,2021-05-23,新北市,土城區,M,0,70+,1,65000,65000130
19CoV,2021-05-23,台北市,大同區,M,0,70+,1,63000,63000060
19CoV,2021-05-23,台北市,文山區,F,0,70+,1,63000,63000082
19CoV,2021-05-23,台北市,文山區,F,0,70+,1,63000,63000080
19CoV,2021-05-23,台北市,文山區,F,0,70+,1,63000,63000081
19CoV,2021-05-23,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2021-05-23,台北市,松山區,M,0,70+,1,63000,63000010
19CoV,2021-05-23,新北市,板橋區,F,0,60~64,1,65000,65000010
19CoV,2021-05-23,新北市,板橋區,M,0,65~69,1,65000,65000010
19CoV,2021-05-23,新北市,板橋區,F,0,70+,1,65000,65000010
19CoV,2021-05-23,新北市,汐止區,F,0,70+,1,65000,65000110
19CoV,2021-05-23,台北市,萬華區,M,0,40~44,1,63000,63000070
19CoV,2021-05-23,台北市,萬華區,M,0,40~44,1,63000,63000072
19CoV,2021-05-23,台北市,萬華區,M,0,40~44,1,63000,63000071
19CoV,2021-05-23,台北市,萬華區,F,0,70+,1,63000,63000071
19CoV,2021-05-23,台北市,萬華區,F,0,70+,1,63000,63000072
19CoV,2021-05-23,台北市,萬華區,F,0,70+,1,63000,63000070
19CoV,2021-05-23,台北市,萬華區,M,0,70+,3,63000,63000070
19CoV,2021-05-23,台北市,萬華區,M,0,70+,3,63000,63000071
19CoV,2021-05-23,台北市,萬華區,M,0,70+,3,63000,63000072
19CoV,2021-05-24,新北市,三重區,F,0,65~69,1,65000,65000020
19CoV,2021-05-24,新北市,中和區,M,0,65~69,1,65000,65000030
19CoV,2021-05-24,新北市,中和區,F,0,70+,1,65000,65000030
19CoV,2021-05-24,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2021-05-24,台北市,中山區,M,0,70+,1,63000,63000040
19CoV,2021-05-24,台北市,中正區,M,0,60~64,1,63000,63000050
19CoV,2021-05-24,台北市,中正區,M,0,70+,1,63000,63000050
19CoV,2021-05-24,新北市,五股區,F,0,70+,1,65000,65000150
19CoV,2021-05-24,基隆市,仁愛區,F,0,70+,1,10017,10017040
19CoV,2021-05-24,台北市,信義區,M,0,65~69,1,63000,63000020
19CoV,2021-05-24,基隆市,信義區,F,0,70+,1,10017,10017070
19CoV,2021-05-24,台北市,內湖區,F,0,70+,1,63000,63000100
19CoV,2021-05-24,台北市,南港區,F,0,70+,1,63000,63000090
19CoV,2021-05-24,新北市,土城區,M,0,35~39,1,65000,65000130
19CoV,2021-05-24,台北市,士林區,M,0,60~64,1,63000,63000110
19CoV,2021-05-24,台北市,大同區,M,0,60~64,1,63000,63000060
19CoV,2021-05-24,台北市,大同區,M,0,70+,1,63000,63000060
19CoV,2021-05-24,台北市,大安區,F,0,70+,1,63000,63000030
19CoV,2021-05-24,台北市,文山區,F,0,70+,1,63000,63000082
19CoV,2021-05-24,台北市,文山區,F,0,70+,1,63000,63000080
19CoV,2021-05-24,台北市,文山區,F,0,70+,1,63000,63000081
19CoV,2021-05-24,新北市,新莊區,F,0,65~69,1,65000,65000050
19CoV,2021-05-24,新北市,新莊區,F,0,70+,1,65000,65000050
19CoV,2021-05-24,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2021-05-24,台北市,松山區,F,0,70+,1,63000,63000010
19CoV,2021-05-24,新北市,板橋區,M,0,70+,3,65000,65000010
19CoV,2021-05-24,新北市,永和區,M,0,60~64,1,65000,65000040
19CoV,2021-05-24,新北市,泰山區,M,0,60~64,1,65000,65000160
19CoV,2021-05-24,新北市,淡水區,M,0,70+,1,65000,65000100
19CoV,2021-05-24,台北市,萬華區,M,0,55~59,1,63000,63000071
19CoV,2021-05-24,台北市,萬華區,M,0,55~59,1,63000,63000072
19CoV,2021-05-24,台北市,萬華區,M,0,55~59,1,63000,63000070
19CoV,2021-05-24,台北市,萬華區,F,0,70+,2,63000,63000070
19CoV,2021-05-24,台北市,萬華區,F,0,70+,2,63000,63000072
19CoV,2021-05-24,台北市,萬華區,F,0,70+,2,63000,63000071
19CoV,2021-05-24,台北市,萬華區,M,0,70+,2,63000,63000070
19CoV,2021-05-24,台北市,萬華區,M,0,70+,2,63000,63000071
19CoV,2021-05-24,台北市,萬華區,M,0,70+,2,63000,63000072
19CoV,2021-05-24,新北市,蘆洲區,M,0,70+,1,65000,65000140
19CoV,2021-05-25,新北市,三重區,M,0,60~64,2,65000,65000020
19CoV,2021-05-25,新北市,三重區,M,0,70+,1,65000,65000020
19CoV,2021-05-25,新北市,中和區,F,0,70+,3,65000,65000030
19CoV,2021-05-25,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2021-05-25,台北市,北投區,M,0,65~69,1,63000,63000120
19CoV,2021-05-25,台北市,士林區,M,0,70+,1,63000,63000110
19CoV,2021-05-25,台東縣,太麻里鄉,M,0,70+,1,10014,10014090
19CoV,2021-05-25,台北市,文山區,F,0,70+,1,63000,63000082
19CoV,2021-05-25,台北市,文山區,F,0,70+,1,63000,63000081
19CoV,2021-05-25,台北市,文山區,F,0,70+,1,63000,63000080
19CoV,2021-05-25,新北市,新莊區,M,0,70+,3,65000,65000050
19CoV,2021-05-25,新北市,板橋區,M,0,60~64,1,65000,65000010
19CoV,2021-05-25,新北市,板橋區,F,0,65~69,1,65000,65000010
19CoV,2021-05-25,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2021-05-25,桃園市,楊梅區,M,0,70+,1,68000,68000040
19CoV,2021-05-25,新北市,樹林區,M,0,60~64,1,65000,65000070
19CoV,2021-05-25,新北市,汐止區,F,0,70+,1,65000,65000110
19CoV,2021-05-25,新北市,淡水區,F,0,65~69,1,65000,65000100
19CoV,2021-05-25,新北市,淡水區,M,0,70+,1,65000,65000100
19CoV,2021-05-25,彰化縣,田中鎮,F,0,70+,1,10007,10007120
19CoV,2021-05-25,花蓮縣,花蓮市,M,0,65~69,1,10015,10015010
19CoV,2021-05-25,台北市,萬華區,M,0,40~44,1,63000,63000072
19CoV,2021-05-25,台北市,萬華區,M,0,40~44,1,63000,63000071
19CoV,2021-05-25,台北市,萬華區,M,0,40~44,1,63000,63000070
19CoV,2021-05-25,台北市,萬華區,M,0,65~69,1,63000,63000070
19CoV,2021-05-25,台北市,萬華區,M,0,65~69,1,63000,63000072
19CoV,2021-05-25,台北市,萬華區,M,0,65~69,1,63000,63000071
19CoV,2021-05-25,台北市,萬華區,F,0,70+,2,63000,63000071
19CoV,2021-05-25,台北市,萬華區,F,0,70+,2,63000,63000070
19CoV,2021-05-25,台北市,萬華區,F,0,70+,2,63000,63000072
19CoV,2021-05-25,台北市,萬華區,M,0,70+,2,63000,63000072
19CoV,2021-05-25,台北市,萬華區,M,0,70+,2,63000,63000070
19CoV,2021-05-25,台北市,萬華區,M,0,70+,2,63000,63000071
19CoV,2021-05-25,新北市,蘆洲區,M,0,50~54,1,65000,65000140
19CoV,2021-05-26,新北市,三重區,M,0,65~69,1,65000,65000020
19CoV,2021-05-26,新北市,三重區,F,0,70+,1,65000,65000020
19CoV,2021-05-26,新北市,中和區,M,0,70+,1,65000,65000030
19CoV,2021-05-26,台北市,信義區,M,0,70+,1,63000,63000020
19CoV,2021-05-26,台北市,內湖區,M,0,55~59,1,63000,63000100
19CoV,2021-05-26,台北市,內湖區,F,0,70+,1,63000,63000100
19CoV,2021-05-26,台中市,北屯區,F,0,70+,1,66000,66000080
19CoV,2021-05-26,台北市,北投區,F,0,70+,1,63000,63000120
19CoV,2021-05-26,台北市,南港區,F,0,70+,1,63000,63000090
19CoV,2021-05-26,台北市,大同區,M,0,70+,1,63000,63000060
19CoV,2021-05-26,基隆市,安樂區,F,0,70+,1,10017,10017060
19CoV,2021-05-26,基隆市,安樂區,M,0,70+,1,10017,10017060
19CoV,2021-05-26,台北市,文山區,M,0,70+,1,63000,63000082
19CoV,2021-05-26,台北市,文山區,M,0,70+,1,63000,63000081
19CoV,2021-05-26,台北市,文山區,M,0,70+,1,63000,63000080
19CoV,2021-05-26,新北市,新店區,M,0,70+,1,65000,65000060
19CoV,2021-05-26,新北市,新莊區,F,0,35~39,1,65000,65000050
19CoV,2021-05-26,新北市,板橋區,M,0,55~59,1,65000,65000010
19CoV,2021-05-26,新北市,板橋區,F,0,65~69,1,65000,65000010
19CoV,2021-05-26,新北市,板橋區,F,0,70+,1,65000,65000010
19CoV,2021-05-26,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2021-05-26,新北市,林口區,F,0,65~69,1,65000,65000170
19CoV,2021-05-26,桃園市,桃園區,F,0,65~69,1,68000,68000010
19CoV,2021-05-26,新北市,永和區,F,0,70+,1,65000,65000040
19CoV,2021-05-26,新北市,汐止區,M,0,65~69,1,65000,65000110
19CoV,2021-05-26,新北市,泰山區,M,0,70+,1,65000,65000160
19CoV,2021-05-26,新北市,石碇區,F,0,65~69,1,65000,65000190
19CoV,2021-05-26,新竹縣,竹北市,F,0,50~54,1,10004,10004010
19CoV,2021-05-26,台北市,萬華區,M,0,45~49,1,63000,63000072
19CoV,2021-05-26,台北市,萬華區,M,0,45~49,1,63000,63000070
19CoV,2021-05-26,台北市,萬華區,M,0,45~49,1,63000,63000071
19CoV,2021-05-26,台北市,萬華區,M,0,70+,1,63000,63000072
19CoV,2021-05-26,台北市,萬華區,M,0,70+,1,63000,63000070
19CoV,2021-05-26,台北市,萬華區,M,0,70+,1,63000,63000071
19CoV,2021-05-27,新北市,三峽區,F,0,70+,1,65000,65000090
19CoV,2021-05-27,新北市,三峽區,M,0,70+,1,65000,65000090
19CoV,2021-05-27,新北市,三重區,F,0,60~64,1,65000,65000020
19CoV,2021-05-27,新北市,三重區,M,0,70+,2,65000,65000020
19CoV,2021-05-27,新北市,中和區,F,0,70+,3,65000,65000030
19CoV,2021-05-27,新北市,中和區,M,0,70+,2,65000,65000030
19CoV,2021-05-27,基隆市,中山區,M,0,60~64,1,10017,10017050
19CoV,2021-05-27,台北市,中山區,M,0,65~69,1,63000,63000040
19CoV,2021-05-27,台北市,中正區,M,0,30~34,1,63000,63000050
19CoV,2021-05-27,台北市,北投區,F,0,65~69,1,63000,63000120
19CoV,2021-05-27,台北市,北投區,F,0,70+,1,63000,63000120
19CoV,2021-05-27,台北市,南港區,F,0,70+,1,63000,63000090
19CoV,2021-05-27,台北市,大安區,F,0,70+,1,63000,63000030
19CoV,2021-05-27,台北市,大安區,M,0,70+,1,63000,63000030
19CoV,2021-05-27,台北市,文山區,M,0,70+,1,63000,63000080
19CoV,2021-05-27,台北市,文山區,M,0,70+,1,63000,63000081
19CoV,2021-05-27,台北市,文山區,M,0,70+,1,63000,63000082
19CoV,2021-05-27,新北市,新莊區,F,0,60~64,1,65000,65000050
19CoV,2021-05-27,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2021-05-27,台北市,松山區,M,0,70+,1,63000,63000010
19CoV,2021-05-27,新北市,板橋區,M,0,60~64,1,65000,65000010
19CoV,2021-05-27,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2021-05-27,桃園市,桃園區,M,0,70+,1,68000,68000010
19CoV,2021-05-27,新北市,永和區,F,0,50~54,1,65000,65000040
19CoV,2021-05-27,新北市,汐止區,F,0,40~44,1,65000,65000110
19CoV,2021-05-27,台南市,白河區,F,0,70+,1,67000,67000030
19CoV,2021-05-27,台北市,萬華區,M,0,70+,2,63000,63000071
19CoV,2021-05-27,台北市,萬華區,M,0,70+,2,63000,63000070
19CoV,2021-05-27,台北市,萬華區,M,0,70+,2,63000,63000072
19CoV,2021-05-27,宜蘭縣,頭城鎮,M,0,70+,1,10002,10002040
19CoV,2021-05-28,新北市,三重區,F,0,65~69,1,65000,65000020
19CoV,2021-05-28,新北市,三重區,F,0,70+,2,65000,65000020
19CoV,2021-05-28,新北市,中和區,M,0,70+,2,65000,65000030
19CoV,2021-05-28,台北市,中山區,F,0,70+,1,63000,63000040
19CoV,2021-05-28,基隆市,仁愛區,M,0,70+,1,10017,10017040
19CoV,2021-05-28,新北市,土城區,M,0,70+,1,65000,65000130
19CoV,2021-05-28,台北市,士林區,M,0,70+,1,63000,63000110
19CoV,2021-05-28,台北市,大安區,F,0,70+,1,63000,63000030
19CoV,2021-05-28,基隆市,安樂區,M,0,70+,1,10017,10017060
19CoV,2021-05-28,新北市,新店區,M,0,60~64,1,65000,65000060
19CoV,2021-05-28,新北市,新莊區,F,0,60~64,1,65000,65000050
19CoV,2021-05-28,新北市,新莊區,M,0,70+,1,65000,65000050
19CoV,2021-05-28,新北市,板橋區,M,0,55~59,1,65000,65000010
19CoV,2021-05-28,新北市,板橋區,F,0,65~69,1,65000,65000010
19CoV,2021-05-28,新北市,板橋區,F,0,70+,1,65000,65000010
19CoV,2021-05-28,新北市,板橋區,M,0,70+,2,65000,65000010
19CoV,2021-05-28,桃園市,桃園區,F,0,70+,1,68000,68000010
19CoV,2021-05-28,新北市,永和區,F,0,70+,1,65000,65000040
19CoV,2021-05-28,新北市,汐止區,M,0,65~69,1,65000,65000110
19CoV,2021-05-28,彰化縣,溪湖鎮,F,0,70+,1,10007,10007110
19CoV,2021-05-28,台北市,萬華區,M,0,70+,2,63000,63000071
19CoV,2021-05-28,台北市,萬華區,M,0,70+,2,63000,63000070
19CoV,2021-05-28,台北市,萬華區,M,0,70+,2,63000,63000072
19CoV,2021-05-28,桃園市,蘆竹區,M,0,70+,1,68000,68000050
19CoV,2021-05-29,新北市,三峽區,M,0,70+,1,65000,65000090
19CoV,2021-05-29,新北市,三重區,M,0,70+,2,65000,65000020
19CoV,2021-05-29,台北市,信義區,F,0,65~69,1,63000,63000020
19CoV,2021-05-29,台北市,內湖區,M,0,70+,1,63000,63000100
19CoV,2021-05-29,新北市,土城區,M,0,65~69,1,65000,65000130
19CoV,2021-05-29,基隆市,安樂區,M,0,70+,1,10017,10017060
19CoV,2021-05-29,新北市,新莊區,F,0,70+,1,65000,65000050
19CoV,2021-05-29,新北市,板橋區,M,0,70+,2,65000,65000010
19CoV,2021-05-29,台北市,萬華區,F,0,65~69,1,63000,63000070
19CoV,2021-05-29,台北市,萬華區,F,0,65~69,1,63000,63000072
19CoV,2021-05-29,台北市,萬華區,F,0,65~69,1,63000,63000071
19CoV,2021-05-29,台北市,萬華區,M,0,65~69,2,63000,63000072
19CoV,2021-05-29,台北市,萬華區,M,0,65~69,2,63000,63000070
19CoV,2021-05-29,台北市,萬華區,M,0,65~69,2,63000,63000071
19CoV,2021-05-29,台北市,萬華區,M,0,70+,1,63000,63000071
19CoV,2021-05-29,台北市,萬華區,M,0,70+,1,63000,63000072
19CoV,2021-05-29,台北市,萬華區,M,0,70+,1,63000,63000070
19CoV,2021-05-29,新北市,蘆洲區,F,0,60~64,1,65000,65000140
19CoV,2021-05-30,新北市,三重區,M,0,55~59,1,65000,65000020
19CoV,2021-05-30,新北市,三重區,M,0,60~64,1,65000,65000020
19CoV,2021-05-30,新北市,三重區,M,0,70+,1,65000,65000020
19CoV,2021-05-30,新北市,中和區,M,0,65~69,1,65000,65000030
19CoV,2021-05-30,台北市,中山區,F,0,60~64,1,63000,63000040
19CoV,2021-05-30,台北市,中山區,M,0,70+,1,63000,63000040
19CoV,2021-05-30,台北市,中正區,M,0,70+,1,63000,63000050
19CoV,2021-05-30,彰化縣,二林鎮,F,0,70+,1,10007,10007200
19CoV,2021-05-30,台北市,北投區,M,0,70+,1,63000,63000120
19CoV,2021-05-30,新北市,土城區,F,0,70+,1,65000,65000130
19CoV,2021-05-30,台北市,大同區,F,0,60~64,1,63000,63000060
19CoV,2021-05-30,台北市,大安區,F,0,70+,1,63000,63000030
19CoV,2021-05-30,台北市,大安區,M,0,70+,2,63000,63000030
19CoV,2021-05-30,桃園市,平鎮區,F,0,70+,1,68000,68000100
19CoV,2021-05-30,新北市,新店區,F,0,70+,1,65000,65000060
19CoV,2021-05-30,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2021-05-30,新北市,樹林區,M,0,70+,1,65000,65000070
19CoV,2021-05-30,新北市,永和區,M,0,70+,1,65000,65000040
19CoV,2021-05-30,台北市,萬華區,F,0,50~54,1,63000,63000070
19CoV,2021-05-30,台北市,萬華區,F,0,50~54,1,63000,63000071
19CoV,2021-05-30,台北市,萬華區,F,0,50~54,1,63000,63000072
19CoV,2021-05-30,台北市,萬華區,M,0,55~59,1,63000,63000071
19CoV,2021-05-30,台北市,萬華區,M,0,55~59,1,63000,63000072
19CoV,2021-05-30,台北市,萬華區,M,0,55~59,1,63000,63000070
19CoV,2021-05-30,台北市,萬華區,M,0,60~64,1,63000,63000070
19CoV,2021-05-30,台北市,萬華區,M,0,60~64,1,63000,63000072
19CoV,2021-05-30,台北市,萬華區,M,0,60~64,1,63000,63000071
19CoV,2021-05-30,台北市,萬華區,F,0,65~69,1,63000,63000071
19CoV,2021-05-30,台北市,萬華區,F,0,65~69,1,63000,63000070
19CoV,2021-05-30,台北市,萬華區,F,0,65~69,1,63000,63000072
19CoV,2021-05-30,台北市,萬華區,M,0,70+,1,63000,63000071
19CoV,2021-05-30,台北市,萬華區,M,0,70+,1,63000,63000070
19CoV,2021-05-30,台北市,萬華區,M,0,70+,1,63000,63000072
19CoV,2021-05-31,新北市,三峽區,F,0,65~69,1,65000,65000090
19CoV,2021-05-31,新北市,中和區,F,0,70+,2,65000,65000030
19CoV,2021-05-31,台北市,中正區,M,0,65~69,1,63000,63000050
19CoV,2021-05-31,新北市,五股區,M,0,70+,1,65000,65000150
19CoV,2021-05-31,新北市,土城區,F,0,65~69,1,65000,65000130
19CoV,2021-05-31,新北市,土城區,F,0,70+,3,65000,65000130
19CoV,2021-05-31,新北市,土城區,M,0,70+,1,65000,65000130
19CoV,2021-05-31,彰化縣,埔心鄉,M,0,70+,1,10007,10007150
19CoV,2021-05-31,台北市,大同區,F,0,70+,1,63000,63000060
19CoV,2021-05-31,台北市,大安區,F,0,70+,2,63000,63000030
19CoV,2021-05-31,桃園市,平鎮區,M,0,70+,1,68000,68000100
19CoV,2021-05-31,台北市,文山區,M,0,70+,1,63000,63000081
19CoV,2021-05-31,台北市,文山區,M,0,70+,1,63000,63000082
19CoV,2021-05-31,台北市,文山區,M,0,70+,1,63000,63000080
19CoV,2021-05-31,新北市,樹林區,F,0,70+,1,65000,65000070
19CoV,2021-05-31,新北市,淡水區,M,0,70+,1,65000,65000100
19CoV,2021-05-31,台中市,西屯區,M,0,70+,1,66000,66000060
19CoV,2021-05-31,新北市,鶯歌區,F,0,70+,1,65000,65000080
19CoV,2021-06-01,新北市,三重區,M,0,55~59,1,65000,65000020
19CoV,2021-06-01,台北市,中山區,F,0,65~69,1,63000,63000040
19CoV,2021-06-01,基隆市,中山區,M,0,70+,1,10017,10017050
19CoV,2021-06-01,基隆市,仁愛區,F,0,70+,1,10017,10017040
19CoV,2021-06-01,台北市,北投區,F,0,70+,1,63000,63000120
19CoV,2021-06-01,雲林縣,台西鄉,M,0,70+,1,10009,10009160
19CoV,2021-06-01,新北市,土城區,F,0,70+,1,65000,65000130
19CoV,2021-06-01,新北市,土城區,M,0,70+,2,65000,65000130
19CoV,2021-06-01,台北市,士林區,F,0,70+,2,63000,63000110
19CoV,2021-06-01,桃園市,大溪區,F,0,70+,1,68000,68000030
19CoV,2021-06-01,台北市,文山區,M,0,55~59,1,63000,63000080
19CoV,2021-06-01,台北市,文山區,M,0,55~59,1,63000,63000082
19CoV,2021-06-01,台北市,文山區,M,0,55~59,1,63000,63000081
19CoV,2021-06-01,新北市,新莊區,F,0,60~64,1,65000,65000050
19CoV,2021-06-01,新北市,新莊區,F,0,70+,1,65000,65000050
19CoV,2021-06-01,新北市,板橋區,F,0,70+,2,65000,65000010
19CoV,2021-06-01,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2021-06-01,新北市,永和區,F,0,60~64,1,65000,65000040
19CoV,2021-06-01,新北市,淡水區,M,0,50~54,1,65000,65000100
19CoV,2021-06-01,新北市,瑞芳區,M,0,55~59,1,65000,65000120
19CoV,2021-06-01,台北市,萬華區,M,0,65~69,1,63000,63000072
19CoV,2021-06-01,台北市,萬華區,M,0,65~69,1,63000,63000070
19CoV,2021-06-01,台北市,萬華區,M,0,65~69,1,63000,63000071
19CoV,2021-06-01,台北市,萬華區,F,0,70+,1,63000,63000072
19CoV,2021-06-01,台北市,萬華區,F,0,70+,1,63000,63000071
19CoV,2021-06-01,台北市,萬華區,F,0,70+,1,63000,63000070
19CoV,2021-06-01,台北市,萬華區,M,0,70+,1,63000,63000070
19CoV,2021-06-01,台北市,萬華區,M,0,70+,1,63000,63000071
19CoV,2021-06-01,台北市,萬華區,M,0,70+,1,63000,63000072
19CoV,2021-06-02,新北市,三重區,M,0,60~64,1,65000,65000020
19CoV,2021-06-02,新北市,三重區,M,0,65~69,1,65000,65000020
19CoV,2021-06-02,新北市,三重區,M,0,70+,1,65000,65000020
19CoV,2021-06-02,新北市,中和區,M,0,65~69,1,65000,65000030
